Crash Record Number,County Code,County Name,Municipality Code,Municipality Name,District Code,District Name,Police Agency Code,Police Agency Name,Crash Year,Crash Month,Day of Week,Time of Day,Hour of Day,Illumination,Weather,Road Condition,Collision Type,Work Zone Type,Work Zone Location,Intersection Type,Traffic Control Device,Location Type,Urban / Rural,Fatality Count,Injury Count,Person Count,Total Unit Count,School Bus Indicator,School Zone Indicator,Latitude,Longitude,Arrival Time,Dispatch Time,Construction Zone Speed Limit,Estimated Hours Closed,Lane Closed,Lane Closure Direction,Notify Highway Maintenance,Special Jurisdiction,Traffic Control Device Function,Traffic Detour,Workers Present,Work Zone Close/Detour,Work Zone Flagger,Work Zone Law Officer,Work Zone Closure,Work Zone Moving,Work Zone Other,Work Zone Shoulder/Median,Vehicle Count,Automobile Count,Motorcycle Count,Bus Count,Small Truck Count,Heavy Truck Count,SUV Count,Van Count,Bicycle Count,Suspected Serious Injury Count,Suspected Minor Injury Count,Possible Injury Count,Total Injury Count,Unknown Injury Degree Count,Unknown Injury Person Count,16 Year Old Driver Count,17 Year Old Driver Count,18 Year Old Driver Count,19 Year Old Driver Count,20 Year Old Driver Count,50-64 Year Old Driver Count,65-74 Year Old Driver Count,75 Plus Year Old Driver Count,Unbelted Occupant Count,Unbelted Death Count,Unbelted Suspected Serious Injury Count,Belted Death Count,Belted Suspected Serious Injury Count,Motorcycle Death Count,Motorcycle Suspected Serious Injury Count,Bicycle Death Count,Bicycle Suspected Serious Injury Count,Pedestrian Count,Pedestrian Death Count,Pedestrian Suspected Serious Injury Count,Maximum Severity Level,Commercial Vehicle Count,Latitude (Decimal),Longitude (Decimal),Roadway Surface Type,Interstate,State Road,Local Road Only,Turnpike,Wet Road,Snow Slush Road,Icy Road,Sudden Deer,Shoulder Related,Rear End,Head On / Opposite Direction Side Swipe,Hit Fixed Object,Single Vehicle Run Off Road,Work Zone,Property Damage Only,Injury or Fatal,Fatal or Suspected Serious Injury,Injury,Fatal,Non Intersection,Intersection,Signalized Intersection,Stop Controlled Intersection,Unsignalized Intersection,School Bus,School Zone,Hit Deer,Hit Tree / Shrub,Hit Embankment,Hit Pole,Hit Guide Rail,Hit Guide Rail End,Hit Barrier,Hit Bridge,Overturned,Motorcycle,Bicycle,Heavy Truck Related,Vehicle Failure,Train / Trolley,Phantom Vehicle,Alcohol Related,Drinking Driver,Underage Drinking Driver,Unlicensed,Distracted,Cell Phone,No Clearance,Running Red Light,Tailgating,Cross Median,Curved Road,Curve Driver Error,Limit 65 MPH,Speeding,Speeding Related,Aggressive Driving,Fatigue / Asleep,Driver 16 Years Old,Driver 17 Years Old,Driver 18 Years Old,Driver 19 Years Old,Driver 20 Years Old,Driver 50 - 64 Years Old,Driver 65 - 74 Years Old,Driver 75 Plus,Unbelted,Pedestrian,Commercial Vehicle,PSP Reported,NHTSA Aggressive Driving,Deer Related,Illumination Dark,Running Stop Sign,Train,Trolley,Hit Parked Vehicle,Fire In Vehicle,Vehicle Towed,Hazardous Truck,Suspected Serious Injury,Suspected Minor Injury,Possible Injury,Motorcycle Drinking Driver,Drug Related,Illegal Drug Related,School Bus Unit,Drugged Driver,Impaired Driver,Geographic Location of the Crash
2017042264,2,Allegheny,2203,Findlay Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,4,1,2120,21,Dark - street lights,No adverse conditions,Dry,Hit fixed object,Construction,Activity area,Mid-block,Not applicable,Traffic signal,Urban,0,0,1,1, , ,40 29:29.530,80 16:19.946,2137,2128,55,6,1,4,Y, ,0,Y,N, , ,N,Y, , ,Y,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4915,-80.2722,  ,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.4915, -80.2722)"
2017106507,2,Allegheny,2479,Wilmerding Boro,11,District 11-0,2501,ALLEGHENY COUNTY,2017,10,6,2151,21,Dark - street lights,No adverse conditions,Dry,Hit fixed object, , ,“Y” intersection,Other Type TCD,Traffic signal,Urban,0,0,1,1,N,N,40 23:35.638,79 48:22.732,2151,2151,  ,3,2,3,N, ,3,Y, , , , , , , , ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.3932,-79.8063,  ,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.3932, -79.8063)"
2017011313,2,Allegheny,2479,Wilmerding Boro,11,District 11-0,2501,ALLEGHENY COUNTY,2017,1,5,1334,13,Daylight,No adverse conditions,Dry,Rear-end, , ,Mid-block,Not applicable,Not applicable,Urban,0,0,2,2,N,N,            ,            ,1335,1334,  ,1,2,6,N, ,0,N, , , , , , , , ,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,  ,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
2017067254,2,Allegheny,2203,Findlay Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,7,7,452,4,Dark - street lights,No adverse conditions,Dry,Rear-end, , ,“Y” intersection,Not applicable,Traffic signal,Urban,0,0,5,2,N,N,40 29:34.633,80 16:06.287,454,453,  , ,0, ,N, ,0, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.493,-80.2684,  ,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.493, -80.2684)"
2017091077,2,Allegheny,2479,Wilmerding Boro,11,District 11-0,2501,ALLEGHENY COUNTY,2017,9,3,730,7,Daylight,No adverse conditions,Wet,Angle, , ,“T” intersection,Traffic signal,Not applicable,Urban,0,0,4,2,N,N,40 23:35.393,79 48:18.062,736,736,  ,1,1,4,N, ,3,N, , , , , , , , ,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3932,-79.805,  ,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.3932, -79.805)"
2017041748,2,Allegheny,2219,South Park Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,4,4,1441,14,Daylight,No adverse conditions,Dry,Hit fixed object, , ,Four way intersection,Not applicable,Not applicable,Urban,0,0,1,1,N,N,40 18:53.571,79 59:39.055,1448,1445,  , ,0, ,N, ,0, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3149,-79.9942,  ,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.3149, -79.9942)"
2017089182,2,Allegheny,2203,Findlay Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,8,6,450,4,Dark - no street lights,Rain,Wet,Non collision,Construction,Activity area,Mid-block,Not applicable,Not applicable,Urban,0,0,1,1,N,N,40 28:04.031,80 14:23.203,530,517,55, ,0, ,N, ,0, ,N, , ,N,Y, , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4678,-80.2398,  ,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.4678, -80.2398)"
2017037702,2,Allegheny,2479,Wilmerding Boro,11,District 11-0,2501,ALLEGHENY COUNTY,2017,4,2,2318,23,Dark - street lights,No adverse conditions,Dry,Hit fixed object, , ,Four way intersection,Stop sign,Not applicable,Urban,0,0,1,1,N,N,40 23:33.615,79 48:35.035,2321,2320,  , ,0, ,N, ,3, , , , , , , , , ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3927,-79.8097,  ,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.3927, -79.8097)"
2017061106,2,Allegheny,2108,Mccandless Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,6,2,1529,15,Daylight,No adverse conditions,Dry,Other or Unknown, , ,Four way intersection,Traffic signal,Not applicable,Urban,0,0,2,2,N,N,40 35:31.365,80 00:52.135,1536,1529,  ,2,1,4,N, ,3,N, , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.592,-80.0145,  ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.592, -80.0145)"
2017020909,2,Allegheny,2203,Findlay Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,2,1,1855,18,Dark - street lights,No adverse conditions,Dry,Head-on, , ,Mid-block,Stop sign,Police officer or flagman,Urban,0,0,5,2,N,N,            ,            ,1910,1900,  , ,0, ,N, ,3, , , , , , , , , ,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,  ,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,
2017080237,2,Allegheny,2219,South Park Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,7,4,1605,16,Daylight,No adverse conditions,Dry,Rear-end, , ,Mid-block,Not applicable,Not applicable,Urban,0,0,2,2,N,N,40 18:28.153,79 59:46.702,1611,1610,  , ,0, ,N, ,0, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3078,-79.9963,  ,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.3078, -79.9963)"
2017136531,2,Allegheny,2219,South Park Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,12,5,2001,20,Dark - street lights,No adverse conditions,Dry,Rear-end, , ,Mid-block,Traffic signal,Not applicable,Urban,0,1,3,3,N,N,40 18:09.440,79 59:44.008,2007,2001,  , ,0, ,N, ,3, , , , , , , , , ,3,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.3026,-79.9956,  ,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.3026, -79.9956)"
2017070042,2,Allegheny,2115,Robinson Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,7,7,1500,15,Daylight,Rain,Wet,Hit fixed object, , ,Mid-block,Not applicable,Not applicable,Urban,0,0,1,1, , ,40 25:56.990,80 09:07.200,1545,1520,  , ,0, , , ,0, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4325,-80.152,  ,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.4325, -80.152)"
2017027845,2,Allegheny,2219,South Park Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,3,2,1002,10,Daylight,No adverse conditions,Dry,Hit fixed object, , ,“T” intersection,Not applicable,Not applicable,Urban,0,1,1,1,N,N,40 18:57.776,80 00:04.586,1008,1006,  , ,0, ,N, ,0, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,40.316,-80.0013,  ,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.316, -80.0013)"
2017125739,2,Allegheny,2479,Wilmerding Boro,11,District 11-0,2501,ALLEGHENY COUNTY,2017,11,2,445,4,Dark - no street lights,No adverse conditions,Dry,Hit pedestrian, , ,Mid-block,Not applicable,Not applicable,Urban,1,0,2,2,N,N,40 23:45.274,79 48:09.530,449,445,  , ,0, ,N,0,0, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,40.3959,-79.8026,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,"(40.3959, -79.8026)"
2017063835,2,Allegheny,2213,Moon Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,6,5,100,1,Dark - no street lights,No adverse conditions,Dry,Hit fixed object, , ,Mid-block,Not applicable,Not applicable,Urban,0,0,1,1,N,N,40 30:06.882,80 13:39.615,106,100,  , ,0, ,N, ,0, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5019,-80.2277,  ,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.5019, -80.2277)"
2017017830,2,Allegheny,2203,Findlay Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,2,2,520,5,Dark - street lights,Snow,Ice,Sideswipe (Opposite dir.), , ,Mid-block,Not applicable,Police officer or flagman,Urban,0,0,3,2,N,N,40 24:03.700,80 29:11.800,525,520,  , ,0, ,N, ,0, , , , , , , , , ,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.401,-80.4866,  ,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.401, -80.4866)"
2017094915,2,Allegheny,2115,Robinson Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,9,5,500,5,Dark - no street lights,Rain,Wet,Hit fixed object, , ,Mid-block,Not applicable,Not applicable,Urban,0,0,1,1,N,N,40 26:02.170,80 09:21.050,520,507,  , ,0, ,N, ,0, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4339,-80.1558,  ,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.4339, -80.1558)"
2017134979,2,Allegheny,2108,Mccandless Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,12,6,2050,20,Dark - no street lights,Snow,Wet,Hit fixed object, , ,Four way intersection,Not applicable,Not applicable,Urban,0,0,1,1,N,N,40 36:43.772,80 01:06.592,2103,2055,  , ,0, ,N, ,0, , , , , , , , , ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6122,-80.0185,  ,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.6122, -80.0185)"
2017094906,2,Allegheny,2203,Findlay Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,9,5,505,5,Dark - street lights,No adverse conditions,Dry,Angle,Construction,Transition area,On ramp,Other Type TCD,Other Type TCD,Urban,0,2,5,3,N,N,40 29:08.747,80 15:57.159,507,507,90,1,1,2,N, ,3,Y,N, , ,N,Y, , , ,3,1,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.4865,-80.2667,  ,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,"(40.4865, -80.2667)"
2017115307,2,Allegheny,2479,Wilmerding Boro,11,District 11-0,2501,ALLEGHENY COUNTY,2017,11,6,2240,22,Dark - street lights,No adverse conditions,Dry,Backing, , ,Mid-block,Not applicable,Not applicable,Urban,0,0,1,2,N,N,40 23:44.200,79 48:20.800,2245,2243,  , ,0, ,N, ,0, , , , , , , , , ,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3956,-79.8058,  ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,"(40.3956, -79.8058)"
2017022831,2,Allegheny,2407,Bethel Park Boro,11,District 11-0,2501,ALLEGHENY COUNTY,2017,2,6,1623,16,Daylight,No adverse conditions,Dry,Head-on, , ,Four way intersection,Not applicable,Not applicable,Urban,0,1,5,3,N,N,40 19:31.036,80 00:58.258,1627,1623,  , ,0, ,N, ,0, , , , , , , , , ,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.3253,-80.0162,  ,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"(40.3253, -80.0162)"
2017023601,2,Allegheny,2102,Collier Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,2,1,104,1,Dark - street lights,No adverse conditions,Dry,Hit fixed object, , ,Other,Not applicable,Not applicable,Urban,0,1,1,1,N,N,40 25:55.300,80 08:41.600,108,104,  ,2,1,1,N, ,0,N, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.432,-80.1449,  ,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,"(40.432, -80.1449)"
2017132542,2,Allegheny,2220,West Deer Twp,11,District 11-0,2501,ALLEGHENY COUNTY,2017,12,5,1510,15,Daylight,Snow,Slush,Hit fixed object, , ,Mid-block,Not applicable,Not applicable,Rural,0,1,1,1,N,N,40 37:09.909,79 49:51.089,1550,1520,  , ,0, ,N, ,0, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.6194,-79.8309,  ,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,"(40.6194, -79.8309)"
2017002393,2,Allegheny,2479,Wilmerding Boro,11,District 11-0,2501,ALLEGHENY COUNTY,2017,1,1,1500,15,Daylight,No adverse conditions,Dry,Backing, , ,Mid-block,Not applicable,Not applicable,Urban,0,1,1,4,N,N,40 23:52.677,79 48:46.627,1506,1504,  ,1,1,3,N, ,0,N, , , , , , , , ,4,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.398,-79.813,  ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,"(40.398, -79.813)"
2017016048,2,Allegheny,2473,West Mifflin Boro,11,District 11-0,2501,ALLEGHENY COUNTY,2017,2,3,1500,15,Daylight,No adverse conditions,Dry,Angle, , ,“T” intersection,Stop sign,Not applicable,Urban,0,0,2,2,N,N,40 22:27.000,79 54:44.900,1530,1510,  , ,0, ,N, ,2, , , , , , , , , ,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3742,-79.9125,  ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.3742, -79.9125)"
